open_time,open,high,low,close,volume,quote_volume_24h
1704082500000,25760.83772510333,25811.570786964276,25731.036902223634,25781.745777093427,457.2881359220902,854457355.8652555
1704082800000,25781.745777093427,25819.883736695487,25751.002450821565,25789.131603228616,461.0803128176039,866348216.7321665
1704083100000,25789.131603228616,25797.874606991973,25779.00091267978,25787.743445831507,741.7720700890693,885476844.5709068
1704083400000,25787.743445831507,25821.290157754058,25753.826539687787,25787.372769405472,901.7447801776226,908730473.3602127
1704083700000,25787.372769405472,25812.15381321383,25750.344953588654,25775.114217223774,768.2844448073964,928533092.6764396
1704084000000,25775.114217223774,25785.1864180319,25764.217584357935,25774.289462874905,954.8599684064698,953143929.8986596
1704084300000,25774.289462874905,25848.323017481172,25727.410250530986,25801.394505502798,849.2335970035274,975055340.9622748
1704084600000,25801.394505502798,25904.103607602854,25744.562525263624,25847.170797259016,367.85156996017633,984563263.3190753
1704084900000,25847.170797259016,25899.51648856536,25811.85586778758,25864.178321752683,626.9172676256725,1000777963.3219317
1704085200000,25864.178321752683,25971.320518227807,25797.62327969836,25904.661303270565,988.9156479561763,1026395488.2397408
1704085500000,25904.661303270565,25930.48290054624,25870.722861406102,25896.53635979116,537.5118237764742,1040315182.727986
1704085800000,25896.53635979116,26012.597906916744,25832.116402075226,25948.049804884187,433.1462359085681,1051554482.8301396
1704086100000,25948.049804884187,26006.006059226977,25909.92321616806,25967.850376676713,494.9816012668583,1064408090.9910452
1704086400000,25967.850376676713,26011.153866904126,25929.220183634185,25972.516732115986,610.1915215374199,1080256300.493971
1704086700000,25972.516732115986,26100.325120355996,25897.515312682677,26025.17164814002,335.4118306674169,1088985450.9599075
1704087000000,26025.17164814002,26184.45693627409,25929.988624945447,26089.04032331983,978.2973800993259,1114508290.757517
1704087300000,26089.04032331983,26238.344327297134,25998.59609659765,26147.696753292512,416.4177774227398,1125396656.524247
1704087600000,26147.696753292512,26208.776029135544,26111.206079479998,26172.25108828081,580.7282047846168,1140595620.9139166
1704087900000,26172.25108828081,26198.000046741607,26137.898390052032,26163.638875588353,989.7161906458082,1166490197.9152966
1704088200000,26163.638875588353,26209.381916110302,26125.84824231617,26171.5798129866,618.5058571374003,1182677473.3201678
1704088500000,26171.5798129866,26248.262326960023,26115.61079006344,26192.249101894195,996.7958826448997,1208785799.3821454
1704088800000,26192.249101894195,26283.044770095024,26132.977593901203,26223.7020858627,408.3577776918449,1219494452.0887814
1704089100000,26223.7020858627,26282.341689504698,26176.528320774654,26235.14733557989,705.4262035713793,1238001412.4738553
1704089400000,26235.14733557989,26326.22499828108,26175.24655093612,26266.253191920598,340.01569103523815,1246932350.7038126
1704089700000,26266.253191920598,26356.99985677001,26210.365443500374,26301.03809513194,896.9039244337997,1270521854.9880192
1704090000000,26301.03809513194,26339.60998079328,26263.961411382756,26302.53119221887,356.0780256684108,1279887608.3650262
1704090300000,26302.53119221887,26334.709876152083,26274.423212204292,26306.597550657563,772.6487875228631,1300213369.0663936
1704090600000,26306.597550657563,26332.240880774014,26289.255674947548,26314.893536171665,923.2011198906063,1324507308.2487893
1704090900000,26314.893536171665,26357.940615819094,26281.357734947083,26324.392708812476,733.5670572324722,1343818015.5416248
1704091200000,26324.392708812476,26395.12999537999,26277.193799186745,26347.88895762858,665.9479008723713,1361364336.885376
1704091500000,26347.88895762858,26488.989213815006,26271.56851244664,26412.48166657301,801.3342605525904,1382529563.3510182
1704091800000,26412.48166657301,26450.179151236174,26384.724681994052,26422.41173111194,770.18315607198,1402879659.8091192
1704092100000,26422.41173111194,26467.98435537112,26391.97938834681,26437.53459465899,826.3051446900815,1424725130.657608
1704092400000,26437.53459465899,26459.941293060467,26412.550018696227,26434.9545304066,998.9181085981096,1451131485.4379988
1704092700000,26434.9545304066,26584.756356553902,26356.353675127426,26505.944422182336,449.2080185869283,1463038168.2126625
1704093000000,26505.944422182336,26567.731641581962,26457.570282656063,26519.333067378677,916.6049215805077,1487345919.4192545
1704093300000,26519.333067378677,26661.736752443496,26439.693484899355,26581.9092489121,410.42278265006235,1498255740.5813444
1704093600000,26581.9092489121,26728.701856914282,26494.731329811795,26641.32906483263,728.174436008165,1517655275.3476367
1704093900000,26641.32906483263,26812.12353185142,26542.94723120362,26713.475274711782,305.4761750065106,1525815605.5956867
1704094200000,26713.475274711782,26846.64532667873,26639.502168769086,26772.508749325934,764.3721004762541,1546279764.343428
1704094500000,26772.508749325934,26920.930905972862,26693.56536805122,26841.78325680872,380.80006929337156,1556501117.2675784
1704094800000,26841.78325680872,26870.555452095803,26815.8046259615,26844.574120131176,490.6437486203714,1569672239.7439969
1704095100000,26844.574120131176,26959.585269257866,26772.883383395485,26887.779149786253,442.51811862921704,1581570569.187478
1704095400000,26887.779149786253,26993.718402075752,26827.91315863025,26933.750056096935,641.9722965045636,1598861290.5644705
1704095700000,26933.750056096935,27103.29597903246,26832.738506541657,27002.02836051849,364.6089273989134,1608706471.1625943
1704096000000,27002.02836051849,27075.941111132834,26957.913527642057,27031.777675017423,302.4819823614476,1616883096.8604875
1704096300000,27031.777675017423,27174.610729627253,26947.415541282604,27090.066684614452,483.36868370404375,1629977586.7352843
1704096600000,27090.066684614452,27226.200467082086,27010.406539873922,27146.374744741766,599.3808432864755,1646248603.7219584
1704096900000,27146.374744741766,27157.085766605687,27132.83421045878,27143.544115454155,918.1744753101001,1671171113.098222
1704097200000,27143.544115454155,27307.60730866634,27050.033723101264,27213.85469408314,884.2165139202117,1695234052.8261554
1704097500000,27213.85469408314,27313.367799048687,27159.003553358358,27258.426820555273,389.2118634974971,1705843355.924994
1704097800000,27258.426820555273,27338.40801864144,27201.03121441334,27280.964955984393,857.2856134216291,1729230934.702019
1704098100000,27280.964955984393,27452.285429973414,27177.9910079596,27349.05447320941,447.0535768378278,1741457427.3273997
1704098400000,27349.05447320941,27394.782690987744,27321.777866056178,27367.48769943768,846.0813693100099,1764612548.794715
1704098700000,27367.48769943768,27528.27147932853,27277.802260733028,27438.353806741372,734.463057105499,1784765006.0135565
1704099000000,27438.353806741372,27497.101427582646,27390.937292169125,27449.665365384146,905.2239873539747,1809613101.5471418
1704099300000,27449.665365384146,27640.773731488913,27338.17400310972,27528.9602997054,916.991343264327,1834856919.831039
1704099600000,27528.9602997054,27561.330498503477,27497.856906653633,27530.22567577588,532.5298275625,1849517586.1629167
1704099900000,27530.22567577588,27715.35550140232,27421.80676980844,27606.63567930419,904.8448198626955,1874497307.4511716
1704100200000,27606.63567930419,27755.1787868365,27525.282806360883,27673.62849548531,851.1621563948298,1898052052.7566583
1704100500000,27673.62849548531,27726.410113328515,27629.995913209845,27682.763128618186,901.0152759364471,1922994645.2156734
1704100800000,27682.763128618186,27753.354005604015,27631.15385054223,27701.709405776328,622.2122642752595,1940230988.5493367
1704101100000,27701.709405776328,27786.041137144653,27643.5813459681,27727.85820782973,459.3168411854392,1952966860.7941947
1704101400000,27727.85820782973,27745.96385736316,27712.820383455924,27730.924370098215,529.7833658383945,1967658243.2447953
1704101700000,27730.924370098215,27915.570450736035,27619.88738099214,27804.239899987908,495.38749490530995,1981432115.9965966
1704102000000,27804.239899987908,27933.7401478494,27730.115317844033,27859.468329733885,986.804781038782,2008923972.5415764
1704102300000,27859.468329733885,27990.278854301552,27775.647609213614,27906.31717975023,380.7392262959993,2019549002.1533651
1704102600000,27906.31717975023,28085.333296313765,27811.17107853721,27989.902213387857,973.7740210330888,2046804841.7800188
1704102900000,27989.902213387857,28049.071222030998,27955.713450497187,28014.851983800385,604.194630995251,2063731264.9367576
1704103200000,28014.851983800385,28159.579630716606,27934.50615965311,28079.049689317482,724.3461973143003,2084070217.8034139
1704103500000,28079.049689317482,28190.473641335993,28014.093879089396,28125.410583552122,703.6116304476197,2103859583.8011158
1704103800000,28125.410583552122,28205.172203263024,28070.78066656406,28150.493565875375,301.18389475304065,2112338059.0925064
1704104100000,28150.493565875375,28338.749020128213,28044.610509739847,28232.55729592209,803.6009994013918,2135025770.3511665
1704104400000,28232.55729592209,28395.258167411124,28137.136784079084,28299.611027095096,554.9550302468849,2150730781.844683
1704104700000,28299.611027095096,28348.773870233337,28260.928196360146,28310.076733889593,531.1400252298174,2165767396.715379
1704105000000,28310.076733889593,28407.59906482802,28244.116817482132,28341.56578178907,803.8279841097651,2188549140.404269
1704105300000,28341.56578178907,28419.140854249286,28294.710073511207,28372.234442991437,585.8750360334518,2205171724.280906
1704105600000,28372.234442991437,28467.43184409728,28316.804250164907,28411.92411046494,389.10145934140724,2216226845.4149857
1704105900000,28411.92411046494,28532.94684604405,28332.599072661873,28453.50571394708,774.122561690913,2238253346.147353
1704106200000,28453.50571394708,28646.761756091375,28343.684604524275,28536.619853613447,510.66491219589574,2252825996.6192665
1704106500000,28536.619853613447,28648.997919141624,28477.625275147133,28589.893207132845,500.83960180824903,2267144947.3488674
1704106800000,28589.893207132845,28702.701609624568,28520.73366113722,28633.436730939666,758.2939365921502,2288857508.805734
1704107100000,28633.436730939666,28748.306578898802,28565.597712097828,28680.356396869287,449.5909806923702,2301751938.3648095
1704107400000,28680.356396869287,28813.240966689187,28595.609274712482,28728.352023031384,857.2173320887462,2326378379.641299
1704107700000,28728.352023031384,28781.46867526493,28697.471178183114,28750.563954240224,660.8164069406515,2345377224.0110574
1704108000000,28750.563954240224,28893.004818856843,28670.773049742616,28813.040524298336,872.896425175665,2370528024.083159
1704108300000,28813.040524298336,28988.564152208808,28710.895840772515,28886.160253014896,457.2484661981018,2383736176.5532026
1704108600000,28886.160253014896,28944.330666370915,28853.77753532499,28911.919071857254,471.38978085484507,2397364959.7485785
1704108900000,28911.919071857254,29047.349710674218,28826.645782001913,28961.928920947063,350.9797604291984,2407530010.62282
1704109200000,28961.928920947063,29079.94207710686,28889.1393052368,29007.039086640572,436.1046657177965,2420180115.7071624
1704109500000,29007.039086640572,29170.27161246958,28914.030092625166,29077.038171400614,470.7891077049072,2433869268.5625777
1704109800000,29077.038171400614,29217.0915399041,29004.091013061352,29143.97644983921,825.675133632931,2457932725.2123938
1704110100000,29143.97644983921,29308.449522476152,29057.076997235432,29221.319453959943,597.6023357599139,2475395453.972067
1704110400000,29221.319453959943,29312.303686924693,29156.13810050828,29247.064905423817,662.5704253106186,2494773694.2055407
1704110700000,29247.064905423817,29291.723607314692,29217.44546469867,29262.088951256435,893.8354431461619,2520929186.4506693
1704111000000,29262.088951256435,29398.18088095953,29177.120111783326,29313.064024275358,767.3044128104472,2543421229.829491
1704111300000,29313.064024275358,29536.44395361716,29188.17895718056,29411.141040243667,965.0277259102091,2571803796.3839817
1704111600000,29411.141040243667,29619.351501917536,29293.463807936674,29501.313479694552,803.491772893177,2595507859.054459
1704111900000,29501.313479694552,29649.807221633433,29409.50267613412,29557.820562828016,683.5103654275799,2615710935.7886004
1704112200000,29557.820562828016,29773.87436520762,29433.841674484545,29649.510886115015,632.2721057761373,2634457494.471797
1704112500000,29649.510886115015,29735.297904518502,29599.2841723575,29685.011052948776,746.3630057433094,2656613288.546799
1704112800000,29685.011052948776,29871.674484830637,29579.569701591132,29765.94565324899,738.7239058872469,2678602104.1821947
1704113100000,29765.94565324899,29849.85374357782,29719.660400180015,29803.51007882711,500.0097056042067,2693504148.4826813
1704113400000,29803.51007882711,29896.22729860677,29748.488769276788,29841.136525548063,678.1065557629195,2713739618.792072
1704113700000,29841.136525548063,29907.43663837671,29800.87923516175,29867.144262161666,785.7648686093366,2737208171.4789653
1704114000000,29867.144262161666,30030.035564432434,29781.671357910116,29944.34173874071,585.3195587666107,2754735180.3730416
1704114300000,29944.34173874071,30091.347034610375,29860.462771764218,30007.291734466875,444.7840726600872,2768081945.800197
1704114600000,30007.291734466875,30150.68324094101,29916.383460631765,30059.616447324544,708.8555899429576,2789389872.950424
1704114900000,30059.616447324544,30251.857468223894,29945.185695606586,30137.131632206005,835.9162032826487,2814581989.602247
1704115200000,30137.131632206005,30242.43853093709,30081.40360978641,30186.61899904266,546.2311618702772,2831070861.5710297
1704115500000,30186.61899904266,30391.144205055814,30066.047106098955,30270.23831844335,967.4012369290743,2860354327.5624294
1704115800000,30270.23831844335,30411.082124625198,30183.290088175836,30323.979528111086,682.2926168136873,2881044154.906869
1704116100000,30323.979528111086,30479.98271825124,30239.032215845466,30394.83691144888,453.5951442350053,2894831105.339717
1704116400000,30394.83691144888,30514.124516539006,30331.68249828456,30450.85371162852,535.2906805888676,2911131163.5475264
1704116700000,30450.85371162852,30629.18464502725,30351.3844703767,30529.45863684391,415.53131184245615,2923817109.544734
1704117000000,30529.45863684391,30659.719725730152,30459.006152933976,30589.129539956866,735.5798726818452,2946317857.5571837
1704117300000,30589.129539956866,30648.98982393695,30548.92174213848,30608.756227872214,695.0743881173419,2967593220.063305
1704117600000,30608.756227872214,30678.33016833928,30559.120261440577,30628.661922308514,394.989641061395,2979691224.2421885
1704117900000,30628.661922308514,30756.977802052967,30560.583822185847,30688.766108799908,565.3727049316976,2997041814.948137
1704118200000,30688.766108799908,30781.914057080896,30633.138905352145,30726.21896567434,832.860795525819,3022632478.119389
1704118500000,30726.21896567434,30866.611695621985,30639.16147236758,30779.403512984507,882.3469996086908,3049790592.458816
1704118800000,30779.403512984507,30872.275427851877,30728.411633912823,30821.214281367516,313.56830093500747,3059455148.2537785
1704119100000,30821.214281367516,31001.938390107764,30709.403628948905,30889.878642796935,544.9722406041287,3076289274.629733
1704119400000,30889.878642796935,31083.95491380805,30775.41916460745,30969.201512344796,756.2282586707227,3099709059.9618363
1704119700000,30969.201512344796,31189.94509554614,30838.276629089763,31058.642094766597,439.55247765377305,3113360963.047153
1704120000000,31058.642094766597,31113.683419800123,31025.18750828524,31080.205606341853,388.3546824119444,3125431106.4247017
1704120300000,31080.205606341853,31272.424411716725,30970.616373409066,31162.544849478847,452.57517863455257,3139534500.7266617
1704120600000,31162.544849478847,31368.98952801025,31042.032677414645,31248.14631691114,417.45240035746156,3152579114.4133773
1704120900000,31248.14631691114,31437.576855593303,31136.42187887519,31325.575577435953,380.1730099652284,3164488252.769544
1704121200000,31325.575577435953,31564.113859365763,31185.260621071073,31423.360898501185,375.6691247603246,3176293039.255312
1704121500000,31423.360898501185,31488.46089715591,31381.80246272605,31446.871368006003,774.1431007952862,3200637417.7664504
1704121800000,31446.871368006003,31692.067652795304,31313.880676652403,31558.604435646095,800.5102935346279,3225900405.4667726
1704122100000,31558.604435646095,31648.80792743553,31497.297946585397,31587.44541121568,739.0696769207311,3249245728.541591
1704122400000,31587.44541121568,31686.21471349992,31520.29513427168,31618.99736173591,895.2052673621574,3277551221.5285273
1704122700000,31618.99736173591,31788.33675124547,31528.981775631935,31698.095980627953,988.69104606027,3308890845.201733
1704123000000,31698.095980627953,31911.70082138708,31581.698154490827,31794.947349635855,599.8646092643212,3327963508.870202
1704123300000,31794.947349635855,31936.898877316842,31711.216352676252,31853.01496112302,538.8618224028983,3345127882.5611796
1704123600000,31853.01496112302,32099.62275722891,31711.04168065806,31957.185175751452,373.877209450799,3357075945.7765923
1704123900000,31957.185175751452,32219.26792561741,31811.025062037377,32072.580039313616,880.0951177017207,3385302866.88129
1704124200000,32072.580039313616,32279.369159459944,31957.761941836492,32164.222985205655,813.6567128093743,3411473502.8255
1704124500000,32164.222985205655,32415.63717041425,32030.330870428174,32281.257866879958,865.7394531647292,3439420661.358642
1704124800000,32281.257866879958,32459.27740560349,32179.77515470956,32357.55483835596,604.9021451027261,3458993815.690643
1704125100000,32357.55483835596,32565.607213885683,32245.24770347675,32452.96891425854,896.1992120135322,3488078140.859101
1704125400000,32452.96891425854,32674.444318592676,32337.486351099556,32558.58592163073,917.1418288019404,3517938981.89447
1704125700000,32558.58592163073,32681.06607239891,32485.066991244566,32607.436834186476,727.2321929613645,3541652159.6902447
1704126000000,32607.436834186476,32739.922261936368,32537.43880344681,32669.79037752199,895.6669854187214,3570913412.351941
1704126300000,32669.79037752199,32771.43641616598,32611.5810603479,32713.149843372226,858.4826497796676,3598997083.9121184
1704126600000,32713.149843372226,32872.78999121394,32612.8703353886,32772.329074097644,790.8286252325411,3624914379.8594556
1704126900000,32772.329074097644,32885.76523002175,32712.18296909098,32825.52150249406,963.6438044439218,3656546490.2829747
1704127200000,32825.52150249406,32929.9385469492,32755.885146229088,32860.2285628146,642.0044927941511,3677642904.6545444
1704127500000,32860.2285628146,33096.940432674186,32725.178508072488,32961.47427495395,752.1320298186665,3702434285.2067814
1704127800000,32961.47427495395,33150.331414272194,32848.19724243975,33036.7955290115,365.1373453882702,3714497253.0263796
1704128100000,33036.7955290115,33168.96784805979,32953.75462471073,33085.803757247566,514.3442210910619,3731514744.989073
1704128400000,33085.803757247566,33281.50518978809,32975.39137636884,33170.80913298625,671.6453518020375,3753793764.7587557
1704128700000,33170.80913298625,33347.136418078466,33064.59433410327,33240.69783164653,531.5539080371511,3771462987.597049
1704129000000,33240.69783164653,33454.264321318304,33125.3570721521,33338.583910270536,475.9825733406591,3787331572.558193
1704129300000,33338.583910270536,33433.29297543749,33284.07603712097,33378.719481485605,383.68831887853696,3800138597.322363
1704129600000,33378.719481485605,33580.115716253946,33259.56521445327,33460.66890882163,429.60488970636334,3814513464.2984385
1704129900000,33460.66890882163,33587.45163609598,33384.26790058012,33510.935852945964,807.2095007651361,3841563810.0984674
1704130200000,33510.935852945964,33793.22950527339,33356.18242625114,33637.88980551004,498.0990922924685,3858318812.477226
1704130500000,33637.88980551004,33730.93347633229,33584.11769653026,33677.098689687366,459.2382144377883,3873784623.146923
1704130800000,33677.098689687366,33779.298600222486,33622.38365063927,33724.50653784507,673.8945624873643,3896511384.7253466
1704131100000,33724.50653784507,33885.35830897818,33621.08141994545,33781.7576155086,687.3512767590258,3919731318.9535303
1704131400000,33781.7576155086,33994.77508832289,33669.47799282858,33882.161754798,907.9228380840608,3950493707.4143696
1704131700000,33882.161754798,34084.47529828685,33760.01897402831,33962.04454574334,701.8449537384327,3974329796.9974394
1704132000000,33962.04454574334,34143.13343557905,33859.24649359802,34040.09912384755,429.0545692730572,3988934857.065034
1704132300000,34040.09912384755,34156.86419200846,33959.134715910644,34075.814834220684,634.4104310859814,4010552909.443618
1704132600000,34075.814834220684,34328.902915229504,33937.90268406382,34190.52650228486,351.8575191789479,4022583103.278134
1704132900000,34190.52650228486,34390.85866972735,34085.987611900324,34286.0277803985,404.43830913155864,4036449686.380476
1704133200000,34286.0277803985,34483.82939784726,34177.5888526293,34375.10872725199,995.7426858971542,4070678449.4725566
1704133500000,34375.10872725199,34500.914440730136,34293.05375688311,34418.755284016705,724.4223558700739,4095612165.2615194
1704133800000,34418.755284016705,34661.94580724521,34289.27050590216,34532.034866664784,665.8007745911525,4118603620.8239536
1704134100000,34532.034866664784,34714.65077958895,34428.21896818872,34610.59868959112,902.116666078326,4149826418.7247825
1704134400000,34610.59868959112,34900.64029791447,34456.076364481436,34745.51562326225,734.719124750504,4175354613.5525107
1704134700000,34745.51562326225,34975.58116006999,34611.76410025085,34841.460301717394,963.3131402277646,4208917850.0858793
1704135000000,34841.460301717394,34966.07802076134,34771.31056327868,34895.81883693789,762.2996960344257,4235518922.1781497
1704135300000,34895.81883693789,35008.72907497927,34832.27978273798,34945.100288057845,352.54540823081754,4247838656.82487
1704135600000,34945.100288057845,35037.66333497361,34885.906730809766,34978.4133486827,715.6678365836942,4272871582.233252
1704135900000,34978.4133486827,35122.81496746542,34897.930062469895,35042.18494653053,794.8690809153234,4300725531.5749655
1704136200000,35042.18494653053,35283.320874014105,34908.77089829469,35149.49825812328,781.16944404987,4328183245.587895
1704136500000,35149.49825812328,35452.55262964881,34978.1605385474,35280.57596622716,737.5406050149553,4354204102.931303
1704136800000,35280.57596622716,35535.39676501424,35130.09486595399,35384.47251813653,597.5972762729482,4375349767.330497
1704137100000,35384.47251813653,35603.29418060989,35257.93793275467,35476.430753328335,935.8880116488242,4408551733.568626
1704137400000,35476.430753328335,35731.72443945623,35343.94470571768,35598.78147542954,416.14595245450727,4423366022.391939
1704137700000,35598.78147542954,35773.04613847217,35492.19309068156,35666.25572514369,698.4449345233647,4448276938.036581
1704138000000,35666.25572514369,35810.250331373325,35588.10263817366,35731.95328572131,782.0745938484656,4476221990.889924
1704138300000,35731.95328572131,36000.03599162997,35574.37112981896,35841.96865488913,650.3305239825479,4499531117.145824
1704138600000,35841.96865488913,36029.509153123436,35743.00624102543,35930.30284182068,327.90254892852914,4511312755.031431
1704138900000,35930.30284182068,36115.65246543457,35827.20400051986,36012.31828803012,475.25753168840276,4528427880.531378
1704139200000,36012.31828803012,36152.23525548776,35918.03376279586,36057.83157107442,885.1710297343269,4560345228.433133
1704139500000,36057.83157107442,36302.63986532864,35911.4506467533,36155.86097932305,999.7006918142159,4596490267.667301
1704139800000,36155.86097932305,36393.0512531886,36027.99624731442,36264.80125531111,328.16217120123133,4608391003.585425
1704140100000,36264.80125531111,36530.042379355444,36118.555615632016,36383.31879212432,756.0566426035805,4635898853.438174
1704140400000,36383.31879212432,36672.00158377252,36231.66155549354,36519.77555199581,709.730737694498,4661818060.681129
1704140700000,36519.77555199581,36761.53742451222,36384.66456777224,36626.03332199401,363.86968440567904,4675145163.867035
1704141000000,36626.03332199401,36798.51875755636,36528.90299690827,36701.1891232159,769.0934566648298,4703371808.273519
1704141300000,36701.1891232159,36986.683566854445,36547.784177648144,36832.72880700237,785.5715717884027,4732306552.935692
1704141600000,36832.72880700237,37020.45495536566,36714.40514493574,36901.90905453217,869.4962243165809,4764392623.528682
1704141900000,36901.90905453217,37126.563102212305,36775.989355029735,37000.30763904586,520.1620100191176,4783638777.921534
1704142200000,37000.30763904586,37198.18653271682,36876.253227021065,37073.8854295125,582.922539900522,4805249981.380086
1704142500000,37073.8854295125,37315.826107857254,36927.41549940291,37168.98048026476,760.3622705381903,4833511871.771649
1704142800000,37168.98048026476,37392.27619155793,37044.564670391526,37267.53050497088,431.30777897616895,4849585647.581675
1704143100000,37267.53050497088,37466.43097119671,37147.56569776659,37346.21288409131,737.7861195015063,4877139165.063505
1704143400000,37346.21288409131,37610.36315958778,37206.07364933321,37469.7603211081,684.4537473597322,4902785482.9279585
1704143700000,37469.7603211081,37783.375203725096,37299.68053033569,37612.646833726074,788.7750203855205,4932453399.200984
